"date","rmse"
2015-08-12,2.09361497577585
2015-03-23,2.46036244600473
2016-01-05,2.25699440943967
2015-08-07,1.96921297955203
2015-07-18,1.98585714726591
2015-07-13,2.02828494386063
2016-04-04,1.74628526307089
2015-08-30,2.48935027411493
2015-12-05,1.24817933952861
2015-09-12,1.46031143037849
2015-01-08,1.76427483021985
2016-01-26,1.15759261596105
2015-08-03,1.9025387968828
2015-01-18,1.959468069174
2015-07-12,1.99707009201751
2015-12-02,1.33300827958389
2015-05-19,1.07260922873941
2015-08-31,2.46362858037092
2016-02-02,0.961751014613444
2016-04-21,1.45901481577259
2015-07-09,2.05536627915517
2015-03-22,2.39826289918154
2015-03-31,2.28257780882564
2015-02-26,2.04591126722086
2016-02-20,1.64702889963313
2015-12-15,2.50593039053843
